Sample-#, CA-V, CA-I, CB-V, CB-I 
0.001315, 1.99978506565, 0.0, -0.00368916988373, 0.0
0.00132, 1.99986314774, 0.0, 0.000290870666504, 0.0
0.001325, 1.99978506565, 0.0, 0.00356864929199, 0.0
0.00133, 1.99994134903, 0.0, 0.00536370277405, 0.0
0.001335, 1.99978506565, 0.0, 0.00544166564941, 0.0
0.00134, 2.00001955032, 0.0, 0.00380277633667, 0.0
0.001345, 1.99978506565, 0.0, 0.00122737884521, 0.0
0.00135, 1.99986314774, 0.0, -0.00189423561096, 0.0
0.001355, 1.99978506565, 0.0, -0.00446951389313, 0.0
0.00136, 1.99994134903, 0.0, -0.00595235824585, 0.0
0.001365, 1.99970686436, 0.0, -0.00618648529053, 0.0
0.00137, 1.99986314774, 0.0, -0.00509393215179, 0.0
0.001375, 1.99986314774, 0.0, -0.00306487083435, 0.0
0.00138, 1.99978506565, 0.0, -0.000645518302917, 0.0
0.001385, 1.99970686436, 0.0, 0.00138354301453, 0.0
0.00139, 1.99986314774, 0.0, 0.00271034240723, 0.0
0.001395, 1.99970686436, 0.0, 0.00302243232727, 0.0
0.0014, 1.99986314774, 0.0, 0.00216388702393, 0.0
0.001405, 1.99962878227, 0.0, 0.000524997711182, 0.0
0.00141, 1.99978506565, 0.0, -0.00126981735229, 0.0
0.001415, 1.99986314774, 0.0, -0.00283074378967, 0.0
0.00142, 1.99986314774, 0.0, -0.00400137901306, 0.0
0.001425, 1.99962878227, 0.0, -0.00431346893311, 0.0
0.00143, 1.99986314774, 0.0, -0.00376725196838, 0.0
0.001435, 1.99970686436, 0.0, -0.00267457962036, 0.0
0.00144, 1.99978506565, 0.0, -0.00119185447693, 0.0
0.001445, 1.99986314774, 0.0, 0.000369071960449, 0.0
0.00145, 1.99978506565, 0.0, 0.00114941596985, 0.0
0.001455, 1.99986314774, 0.0, 0.00153970718384, 0.0
0.00146, 1.99994134903, 0.0, 0.00122737884521, 0.0
0.001465, 1.99978506565, 0.0, 0.000134944915771, 0.0
0.00147, 1.99986314774, 0.0, -0.000957727432251, 0.0
0.001475, 1.99986314774, 0.0, -0.00205028057098, 0.0
0.00148, 1.99994134903, 0.0, -0.00290870666504, 0.0
0.001485, 1.99978506565, 0.0, -0.00314283370972, 0.0
0.00149, 1.99994134903, 0.0, -0.00290870666504, 0.0
0.001495, 1.99970686436, 0.0, -0.00228440761566, 0.0
0.0015, 1.99986314774, 0.0, -0.00126981735229, 0.0
0.001505, 1.99978506565, 0.0, -0.000333309173584, 0.0
0.00151, 1.99978506565, 0.0, 0.000134944915771, 0.0
0.001515, 1.99970686436, 0.0, 0.000524997711182, 0.0
0.00152, 1.99986314774, 0.0, 0.000290870666504, 0.0
0.001525, 1.99986314774, 0.0, -0.000333309173584, 0.0
0.00153, 1.99986314774, 0.0, -0.000957727432251, 0.0
0.001535, 1.99970686436, 0.0, -0.00158202648163, 0.0
0.00154, 1.99986314774, 0.0, -0.00212836265564, 0.0
0.001545, 1.99970686436, 0.0, -0.00236248970032, 0.0
0.00155, 1.99986314774, 0.0, -0.00212836265564, 0.0
0.001555, 1.99978506565, 0.0, -0.00181615352631, 0.0
0.00156, 1.99994134903, 0.0, -0.00134789943695, 0.0
0.001565, 1.99970686436, 0.0, -0.000723600387573, 0.0
0.00157, 1.99986314774, 0.0, -0.00041139125824, 0.0
0.001575, 1.99978506565, 0.0, -0.000177264213562, 0.0
0.00158, 1.99986314774, 0.0, -0.000177264213562, 0.0
0.001585, 1.99970686436, 0.0, -0.000567436218262, 0.0
0.00159, 1.99994134903, 0.0, -0.000957727432251, 0.0
0.001595, 1.99986314774, 0.0, -0.00134789943695, 0.0
0.0016, 2.00001955032, 0.0, -0.00173807144165, 0.0
0.001605, 1.99986314774, 0.0, -0.00173807144165, 0.0
0.00161, 1.99986314774, 0.0, -0.00181615352631, 0.0
0.001615, 1.99978506565, 0.0, -0.00158202648163, 0.0
0.00162, 1.99994134903, 0.0, -0.00119185447693, 0.0
0.001625, 1.99978506565, 0.0, -0.000879645347595, 0.0
0.00163, 1.99986314774, 0.0, -0.000645518302917, 0.0
0.001635, 1.99970686436, 0.0, -0.000489473342896, 0.0
0.00164, 1.99978506565, 0.0, -0.000567436218262, 0.0
0.001645, 1.99978506565, 0.0, -0.000723600387573, 0.0
0.00165, 1.99994134903, 0.0, -0.00103569030762, 0.0
0.001655, 1.99978506565, 0.0, -0.00126981735229, 0.0
0.00166, 1.99994134903, 0.0, -0.00150394439697, 0.0
0.001665, 1.99978506565, 0.0, -0.00150394439697, 0.0
0.00167, 1.99978506565, 0.0, -0.00158202648163, 0.0
0.001675, 1.99978506565, 0.0, -0.00142598152161, 0.0
0.00168, 1.99978506565, 0.0, -0.00111377239227, 0.0
0.001685, 1.99970686436, 0.0, -0.000957727432251, 0.0
0.00169, 1.99994134903, 0.0, -0.000879645347595, 0.0
0.001695, 1.99970686436, 0.0, -0.000801563262939, 0.0
0.0017, 1.99986314774, 0.0, -0.000801563262939, 0.0
0.001705, 1.99986314774, 0.0, -0.000879645347595, 0.0
0.00171, 1.99994134903, 0.0, -0.000879645347595, 0.0
0.001715, 1.99978506565, 0.0, -0.00119185447693, 0.0
0.00172, 1.99986314774, 0.0, -0.00126981735229, 0.0
0.001725, 1.99970686436, 0.0, -0.00134789943695, 0.0
0.00173, 1.99994134903, 0.0, -0.00126981735229, 0.0
0.001735, 1.99986314774, 0.0, -0.00126981735229, 0.0
0.00174, 1.99986314774, 0.0, -0.00119185447693, 0.0
0.001745, 1.99986314774, 0.0, -0.00103569030762, 0.0
0.00175, 1.99994134903, 0.0, -0.000801563262939, 0.0
0.001755, 1.99970686436, 0.0, -0.000879645347595, 0.0
0.00176, 1.99986314774, 0.0, -0.000879645347595, 0.0
0.001765, 1.99970686436, 0.0, -0.000957727432251, 0.0
0.00177, 1.99986314774, 0.0, -0.000957727432251, 0.0
0.001775, 1.99970686436, 0.0, -0.00119185447693, 0.0
0.00178, 1.99978506565, 0.0, -0.00111377239227, 0.0
0.001785, 1.99970686436, 0.0, -0.00126981735229, 0.0
0.00179, 1.99986314774, 0.0, -0.00126981735229, 0.0
0.001795, 1.99970686436, 0.0, -0.00119185447693, 0.0
0.0018, 1.99978506565, 0.0, -0.00119185447693, 0.0
0.001805, 1.99978506565, 0.0, -0.00111377239227, 0.0
0.00181, 1.99978506565, 0.0, -0.00103569030762, 0.0
0.001815, 1.99970686436, 0.0, -0.000957727432251, 0.0
0.00182, 1.99986314774, 0.0, -0.000957727432251, 0.0
0.001825, 1.99978506565, 0.0, -0.00111377239227, 0.0
0.00183, 1.99986314774, 0.0, -0.00103569030762, 0.0
0.001835, 1.99986314774, 0.0, -0.00111377239227, 0.0
0.00184, 1.99986314774, 0.0, -0.00111377239227, 0.0
0.001845, 1.99978506565, 0.0, -0.00119185447693, 0.0
0.00185, 1.99986314774, 0.0, -0.00111377239227, 0.0
0.001855, 1.99970686436, 0.0, -0.00111377239227, 0.0
0.00186, 1.99986314774, 0.0, -0.00103569030762, 0.0
0.001865, 1.99978506565, 0.0, -0.00103569030762, 0.0
0.00187, 1.99994134903, 0.0, -0.00111377239227, 0.0
0.001875, 1.99986314774, 0.0, -0.00103569030762, 0.0
0.00188, 1.219581604, 0.0, -0.0122737884521, 0.0
0.001885, 0.215201437473, 0.0, -0.227980852127, 0.0
0.00189, 0.0322032757103, 0.0, -0.80369412899, 0.0
0.001895, 0.00673043169081, 0.0, -1.62196090817, 0.0
0.0019, 0.00282355374657, 0.0, -2.0003068723, 0.0
0.001905, 0.00243286602199, 0.0, -2.0003068723, 0.0
0.00191, 0.00399561692029, 0.0, -2.0003068723, 0.0
0.001915, 0.00555836828426, 0.0, -2.0003068723, 0.0
0.00192, 0.0056365057826, 0.0, -2.0003068723, 0.0
0.001925, 0.00540209328756, 0.0, -2.0003068723, 0.0
0.00193, 0.0052458178252, 0.0, -2.0003068723, 0.0
0.001935, 0.00532395532355, 0.0, -2.0003068723, 0.0
0.00194, 0.00516768032685, 0.0, -2.0003068723, 0.0
0.001945, 0.0052458178252, 0.0, -2.0003068723, 0.0
0.00195, 0.00516768032685, 0.0, -2.0003068723, 0.0
0.001955, 0.0050895428285, 0.0, -2.0003068723, 0.0
0.00196, 0.0050895428285, 0.0, -2.0003068723, 0.0
0.001965, 0.0050895428285, 0.0, -1.970963208, 0.0
0.00197, 0.0050895428285, 0.0, -1.91414888203, 0.0
0.001975, 0.00516768032685, 0.0, -1.88222984225, 0.0
0.00198, 0.00501140533015, 0.0, -1.88176159561, 0.0
0.001985, 0.0050895428285, 0.0, -1.91048092395, 0.0
0.00199, 0.0050895428285, 0.0, -1.95871067047, 0.0
0.001995, 0.0050895428285, 0.0, -2.0003068723, 0.0
0.002, 0.0050895428285, 0.0, -2.0003068723, 0.0
0.002005, 0.00516768032685, 0.0, -2.0003068723, 0.0
0.00201, 0.0049332678318, 0.0, -2.0003068723, 0.0
0.002015, 0.00501140533015, 0.0, -2.0003068723, 0.0
0.00202, 0.00501140533015, 0.0, -2.0003068723, 0.0
0.002025, 0.0049332678318, 0.0, -1.9827474989, 0.0
0.00203, 0.0049332678318, 0.0, -1.94809700549, 0.0
0.002035, 0.0050895428285, 0.0, -1.92796225101, 0.0
0.00204, 0.00485513033345, 0.0, -1.92663554847, 0.0
0.002045, 0.0049332678318, 0.0, -1.94279017299, 0.0
0.00205, 0.0049332678318, 0.0, -1.97111929208, 0.0
0.002055, 0.00485513033345, 0.0, -2.0003068723, 0.0
0.00206, 0.0049332678318, 0.0, -2.0003068723, 0.0
0.002065, 0.00501140533015, 0.0, -2.0003068723, 0.0
0.00207, 0.0049332678318, 0.0, -2.0003068723, 0.0
0.002075, 0.0049332678318, 0.0, -2.0003068723, 0.0
0.00208, 0.00485513033345, 0.0, -2.0003068723, 0.0
0.002085, 0.00485513033345, 0.0, -1.98875670694, 0.0
0.00209, 0.00485513033345, 0.0, -1.96729525179, 0.0
0.002095, 0.0049332678318, 0.0, -1.95434033871, 0.0
0.0021, 0.0049332678318, 0.0, -1.95293558761, 0.0
0.002105, 0.0049332678318, 0.0, -1.96230058745, 0.0
0.00211, 0.0049332678318, 0.0, -1.979313666, 0.0
0.002115, 0.0049332678318, 0.0, -1.99898016406, 0.0
0.00212, 0.0049332678318, 0.0, -2.0003068723, 0.0
0.002125, 0.0049332678318, 0.0, -2.0003068723, 0.0
0.00213, 0.0049332678318, 0.0, -2.0003068723, 0.0
0.002135, 0.0050895428285, 0.0, -2.0003068723, 0.0
0.00214, 0.0049332678318, 0.0, -2.0003068723, 0.0
0.002145, 0.00485513033345, 0.0, -1.99180033244, 0.0
0.00215, 0.0049332678318, 0.0, -1.97837716527, 0.0
0.002155, 0.0047769928351, 0.0, -1.97010475025, 0.0
0.00216, 0.00485513033345, 0.0, -1.96877804212, 0.0
0.002165, 0.0049332678318, 0.0, -1.9743970409, 0.0
